" label;;;;","Unnamed: 0","annotation_id","annotator","created_at","id","lead_time","sentiment","text","updated_at" 
"",277,264,"1","2023-12-04T07:39:21.932204Z",279,15.655,"no German loanword","The JKU is involved in a new international research project that aims to explore nanomaterial spin waves.","2023-12-04T07:39:21.932204Z"
"",278,265,"1","2023-12-04T07:39:31.076970Z",280,7.179,"no German loanword","Professor Arthur Ernst In an effort to create a new generation of transistors - and ultimately a new generation of computers - new theories and new experiments are required.","2023-12-04T07:39:31.076970Z"
"",279,266,"1","2023-12-04T07:40:12.028701Z",281,39.756,"no German loanword","Together with research institutions in Hamburg and Halle, Prof. Arthur Ernst (Institute for Theoretical Physics at the JKU) is focusing on a search to find non-collinear spin structures in pure and rare earth doped ultrathin ferrites.","2023-12-04T07:40:12.028701Z"
"",280,267,"1","2023-12-04T07:40:20.939128Z",282,7.536,"no German loanword","In this case, spins represent tiny magnets that readily align parallel to these ferrites.","2023-12-04T07:40:20.939128Z"
"",281,268,"1","2023-12-04T07:40:37.606946Z",283,9.158,"no German loanword","Ultrathin layers contain deviating (so-called non-collinear) arrangements and this is raising interesting new questions: How do electrons react on surfaces and on thin films?","2023-12-04T07:40:37.606946Z"
"",282,269,"1","2023-12-04T07:40:59.293561Z",284,3.316,"no German loanword","How can they change their magnetic properties?","2023-12-04T07:40:59.293561Z"
"",283,270,"1","2023-12-04T07:41:23.217822Z",285,21.962,"no German loanword","Ferrites, materials belonging to the iron oxide family, are particularly well-suited for this purpose, along with rare earth metals in lieu of their extremely strong magnetic properties.","2023-12-04T07:41:23.217822Z"
"",284,271,"1","2023-12-04T07:42:18.380254Z",286,53.16,"no German loanword","Small and sustainable Researchers hope to synthetically manufacture new materials that could take current computer technology to the next level as electron spin waves can be magnetically manipulated without electricity.","2023-12-04T07:42:18.380254Z"
"",285,272,"1","2023-12-04T07:42:27.782187Z",287,7.407,"no German loanword","This creates potential, reliable electronic circuits that are much smaller than those found in computers today.","2023-12-04T07:42:27.782187Z"
"",286,273,"1","2023-12-04T07:42:36.557995Z",288,7.087,"no German loanword","In addition, these kinds of circuits would also be much more environmentally friendly to manufacture, meaning they could be part of a green electronics system.","2023-12-04T07:42:36.557995Z"
"",287,274,"1","2023-12-04T07:42:41.227045Z",289,2.921,"no German loanword","The research project is tremendously complex.","2023-12-04T07:42:41.227045Z"
"",288,275,"1","2023-12-04T07:43:06.425594Z",290,23.42,"no German loanword","In addition to conventional problems when it comes to reliably conducting nanoscale research, scientists have to create tiny samples enriched with rare earth metals and then examine these samples to determine their crystalline and magnetic properties.","2023-12-04T07:43:06.425594Z"
"",289,276,"1","2023-12-04T07:43:28.854573Z",291,20.346,"no German loanword","This is where theorists and experimentalists work in tandem.","2023-12-04T07:43:28.854573Z"
"",290,277,"1","2023-12-04T07:43:36.731847Z",292,5.617,"no German loanword","Prof. Ernst explained: We have two experimental teams; at the JKU, we have Prof. Andreas Ney (Department of Solid-State Physics) and in Halle, we have Dr. Katayoon Mohseni (Max Planck Institute).","2023-12-04T07:43:36.731847Z"
"",291,278,"1","2023-12-04T07:43:43.747607Z",293,5.111,"no German loanword","We don’t want the scientists to fly blind so we need a new, solid theoretical foundation.","2023-12-04T07:43:43.747607Z"
"",292,279,"1","2023-12-04T07:43:50.276211Z",294,4.604,"no German loanword","He and his team aim to provide the foundation together with Prof. Pawel Buczeck (University of Hamburg).","2023-12-04T07:43:50.276211Z"
"",293,280,"1","2023-12-04T07:43:57.518034Z",295,5.248,"no German loanword","First, we will use computer simulations to calculate suited materials.","2023-12-04T07:43:57.518034Z"
"",294,281,"1","2023-12-04T07:44:06.078332Z",296,6.528,"no German loanword","We will synthesize the most promising materials and then, as part of a series of experiments, we will study them intently.","2023-12-04T07:44:06.078332Z"
"",295,282,"1","2023-12-04T07:44:13.009909Z",297,3.775,"no German loanword","The amount of computing power needed is enormous.","2023-12-04T07:44:13.009909Z"
"",296,283,"1","2023-12-04T07:44:25.939679Z",298,10.742,"no German loanword","Prof. Ernst added: Don’t think of it as a simple program that can run on a standard computer because especially in physics – but in other fields as well - we are now moving into advanced areas that require the use of ultra-modern and extremely high-power computers.","2023-12-04T07:44:25.939679Z"
"",297,284,"1","2023-12-04T07:44:40.157743Z",299,11.444,"no German loanword","Institutes can no longer perform these kinds of highly complex calculations on their own and require the use of high-performance computers that are jointly owned and operated by several universities and institutions.","2023-12-04T07:44:40.157743Z"
"",298,285,"1","2023-12-04T07:45:25.668967Z",300,43.717,"no German loanword","The topic is very much in high demand and Prof. Ernst will soon publish a paper in the highly prestigious journal “Advanced Materials” about magnetic vortices in ferromagnets that also require the use of supercomputers to perform calculations.","2023-12-04T07:45:25.668967Z"
"",299,286,"1","2023-12-04T07:45:45.070212Z",301,17.124,"no German loanword","A similar article about exchange scaling ultrafast angular momentum transfer in 4f antiferromagnets was recently published in Nature Materials.
","2023-12-04T07:45:45.070212Z"
"",300,287,"1","2023-12-04T07:45:56.593170Z",302,9.706,"no German loanword","[Earlier this year, the JKU published a report detailing the worlds first system to track people in dense forest cover in real-time.","2023-12-04T07:45:56.593170Z"
"",301,288,"1","2023-12-04T07:46:02.965241Z",303,4.199,"no German loanword","The system is now progressing to the next stage.","2023-12-04T07:46:02.965241Z"
"",303,289,"1","2023-12-04T07:46:25.297863Z",305,10.144,"no German loanword","Initially, using the system required a special drone equipped with a ten-meter boom containing ten individually mounted cameras.","2023-12-04T07:46:25.297863Z"
"",304,290,"1","2023-12-04T07:46:36.411298Z",306,8.828,"no German loanword","The imaging technique, Airborne Optical Sectioning (AOS), was developed at the JKU (Institute of Computer Graphics; department head: Univ.","2023-12-04T07:46:36.411298Z"
"",307,291,"1","2023-12-04T07:46:47.432579Z",309,3.352,"no German loanword","As a result, the system can visibly detect moving objects on the forest floor.","2023-12-04T07:46:47.432579Z"
"",308,292,"1","2023-12-04T07:46:56.193059Z",310,6.746,"no German loanword","The next step is to develop the system for use in commercially available drones, meaning special drones would no longer be required.","2023-12-04T07:46:56.193059Z"
"",309,293,"1","2023-12-04T07:47:09.666119Z",311,11.587,"no German loanword","The concept behind the new method, Inverse Airborne Optical Sectioning (IAOS), originates in radar technology and involves computationally shifting and integrating the images captured by a hovering camera drone above the forest.","2023-12-04T07:47:09.666119Z"
"",310,294,"1","2023-12-04T07:47:20.129719Z",312,8.491,"no German loanword","The required image shift is derived from the object to be tracked on the forest floor, taking direction and speed of movement into account.","2023-12-04T07:47:20.129719Z"
"",311,295,"1","2023-12-04T07:47:32.971273Z",313,7.82,"no German loanword","However, as these motion parameters are unknown, JKU researchers have introduced a new method to estimate the parameters using the image data and despite the occlusion.","2023-12-04T07:47:32.971273Z"
"",312,296,"1","2023-12-04T07:47:40.432453Z",314,5.743,"no German loanword","The result is an occlusion-free image of the sought-after object (such as a missing person, wildlife, or a vehicle).","2023-12-04T07:47:40.432453Z"
"",313,297,"1","2023-12-04T07:47:44.728544Z",315,2.598,"no German loanword","The object can also be further pursued or tracked.","2023-12-04T07:47:44.728544Z"
"",314,298,"1","2023-12-04T07:47:56.954289Z",316,10.379,"no German loanword","Potential applications include searching for missing individuals, tracking and counting game and wildlife, and terrain monitoring to, for example, protect critical infrastructure.","2023-12-04T07:47:56.954289Z"
"",315,299,"1","2023-12-04T07:48:02.731769Z",317,3.948,"no German loanword","In the future, AOS is also expected to be used to help fight forest fires.","2023-12-04T07:48:02.731769Z"
"",316,300,"1","2023-12-04T07:48:11.595502Z",318,6.866,"no German loanword","The advantages of detecting fire sources early - even before smoke becomes visible or a fire builds – could be crucially decisive.","2023-12-04T07:48:11.595502Z"
"",317,301,"1","2023-12-04T07:48:22.438175Z",319,8.971,"no German loanword","The researchers in Linz are also working on enhancing and extending so-called drone swarms, in which multiple drones conduct a search using a co-coordinated approach.
","2023-12-04T07:48:22.438175Z"
"",318,302,"1","2023-12-04T07:48:42.947871Z",320,17.729,"no German loanword","A rapt audience at the JKU’s “Circus of Knowledge” enjoyed a guest performance by acting legend Klaus Maria Brandauer.","2023-12-04T07:48:42.947871Z"
"",319,303,"1","2023-12-04T07:49:02.092481Z",321,15.744,"no German loanword","Klaus Maria Brandauer at the Circus of Knowledge Under the motto Echo aus dunklen Räumen, actor Klaus Maria Brandauer read texts written by Joseph Roth and others to an audience of approximately 200 guests.","2023-12-04T07:49:02.092481Z"
"",320,304,"1","2023-12-04T07:49:09.688641Z",322,5.76,"no German loanword","The texts focused on war, peace, landscapes, and people.","2023-12-04T07:49:09.688641Z"
"",321,305,"1","2023-12-04T07:49:15.232986Z",323,3.307,"no German loanword","The reading concluded a total of three April performances that focused on War and Peace.","2023-12-04T07:49:15.232986Z"
"",322,306,"1","2023-12-04T07:49:21.418275Z",324,4.189,"no German loanword","On April 20, visitors listened to readings by actress Anne Bennent, followed by the Linz hip-hop band TEXTA.","2023-12-04T07:49:21.418275Z"
"",323,307,"1","2023-12-04T07:49:27.648828Z",325,4.338,"no German loanword","The performance on Saturday, April 30, featured readings by Klaus Maria Brandauer.","2023-12-04T07:49:27.648828Z"
"",324,308,"1","2023-12-04T07:49:37.089578Z",326,7.666,"no German loanword","The April 23 performance titled Die Kaminsky Taktik featuring actors Johannes Krisch and Larissa Fuchs had to be postponed due to illness.","2023-12-04T07:49:37.089578Z"
"",325,309,"1","2023-12-04T07:49:41.595603Z",327,2.659,"no German loanword","A new date will be announced.","2023-12-04T07:49:41.595603Z"
"",326,310,"1","2023-12-04T07:49:52.809566Z",328,8.059,"no German loanword","Voluntary donations were welcomed at all three performances and the proceeds will go to benefit displaced Ukrainian students admitted to the JKU as part of the MORE program.","2023-12-04T07:49:52.809566Z"
"",327,311,"1","2023-12-04T07:50:03.071623Z",329,8.42,"no German loanword","Following the exciting kick-off at the Circus of Knowledge, the unique and diverse program of events continues up until the end of the Summer Semester.","2023-12-04T07:50:03.071623Z"
"",328,312,"1","2023-12-04T07:50:24.725633Z",330,18.412,"no German loanword","Guests can look forward to a series about the lives of great researchers, including Johannes Kepler, in the form of Japanese “Kamishibai”, a science slam contest, music by Otto Lechner, a sit-down comedy, and a story about a fascinating octopus.
","2023-12-04T07:50:24.725633Z"
"",329,313,"1","2023-12-04T07:50:32.887195Z",331,6.073,"no German loanword","The production of “Und da oben dazwischen die Sterne” is representative of Circus of Knowledge’s unique features and profile.","2023-12-04T07:50:32.887195Z"
"",330,314,"1","2023-12-04T07:50:47.198256Z",332,12.155,"no German loanword","von links: Berg, Willert, Krenn, Novotny, Reiss, Lukas; Credit: JKU Director Gerhard Willert, JKU researchers, and students at the JKU’s Institute for Philosophy and Scientific Method have been hard at work to create a unique ensemble of theater, science, and music sure to delight audiences on three performances days during December.","2023-12-04T07:50:47.198256Z"
"",331,315,"1","2023-12-04T07:50:56.311155Z",333,5.881,"no German loanword","The stage is set on December 2 at 7:30 PM for the premiere of Und da oben zwischen die Sterne”.","2023-12-04T07:50:56.311155Z"
"",332,316,"1","2023-12-04T07:51:06.515933Z",334,8.563,"no German loanword","Director Gerhard Willert, the longtime director of the Landestheater Linz, is celebrating a comeback in Linz, making his first guest appearance at the Circus of Knowledge.","2023-12-04T07:51:06.515933Z"
"",333,317,"1","2023-12-04T07:51:14.269403Z",335,5.875,"no German loanword","To stage the production, Willert has been working together with JKU researchers and students at the JKU’s Institute for Philosophy and Scientific Method.","2023-12-04T07:51:14.269403Z"
"",334,318,"1","2023-12-04T07:51:23.989814Z",336,6.858,"no German loanword","He noted: I find it remarkable that this special venue not only facilitates artistic encounters across various disciplines, it encourages these types of interactions.","2023-12-04T07:51:23.989814Z"
"",335,319,"1","2023-12-04T07:51:36.204690Z",337,9.526,"no German loanword","For me personally, working with the philosophers and doctoral candidates is a great pleasure I have an opportunity to discover completely new artistic forms.","2023-12-04T07:51:36.204690Z"
"",336,320,"1","2023-12-04T07:51:48.830353Z",338,10.289,"no German loanword","Julian Reiss, a philosopher and the head of the JKU’s Institute for Philosophy and Scientific Method, added: Even for me as a philosopher, the parallels and contrasts between Kepler\s and Galileo\s lives, along with the scientific views and perceptions of science, have been fascinating.","2023-12-04T07:51:48.830353Z"
"",337,321,"1","2023-12-04T07:52:00.379728Z",339,8.008,"no German loanword","Performing these themes in a light-hearted way with theatrical and musical professionals has been a unique experience for me.","2023-12-04T07:52:00.379728Z"
"",338,322,"1","2023-12-04T07:52:22.054981Z",340,19.779,"no German loanword","Audiences can look forward to three days of performances (December 2 and 6, each beginning at 7:30 PM; December 3 at 4:00 PM) by a collective consisting of theater, science and music, that explores the traces of Kepler and Galileo in a playful way, addressing fundamental questions about science’s relationship to the church and capital.","2023-12-04T07:52:22.054981Z"
"",339,323,"1","2023-12-04T07:52:34.053354Z",341,10.082,"no German loanword","Admission is free; seating is limited seating and we recommend registering in advance to attend: jku.at/zirkus-des-wissens.","2023-12-04T07:52:34.053354Z"
"",340,324,"1","2023-12-04T07:52:54.088414Z",342,17.645,"no German loanword","JKU Rector Meinhard Lukas is equally delighted: In order to find solutions to social challenges, we need the alphabet of the arts just as much as we need scientific methods.","2023-12-04T07:52:54.088414Z"
"",341,325,"1","2023-12-04T07:53:01.072184Z",343,5.158,"no German loanword","Social progress requires both reason and the senses, they are equally important.","2023-12-04T07:53:01.072184Z"
"",342,326,"1","2023-12-04T07:53:12.159659Z",344,9.316,"no German loanword","We need to create a common language, a basis to support mutual understanding, be more open to respective approaches and methods so we can use them to support a more sustainable, diverse, humane, and just society; meaning, a better future.","2023-12-04T07:53:12.159659Z"
"",343,327,"1","2023-12-04T07:53:23.612317Z",345,9.31,"no German loanword","With this in mind, Gerhard Willert’s collaboration with Julian Reiss and doctoral candidates on ‘Und da oben dazwischen die Sterne \ is representative of what we here at the JKU’s Circus of Knowledge want to convey to the world.","2023-12-04T07:53:23.612317Z"
"",344,328,"1","2023-12-04T07:53:35.313042Z",346,9.173,"no German loanword","A Successful First Year at the Circus of Knowledge Over the past year, the Circus of Knowledge has been regularly staging performances suitable for all age groups.","2023-12-04T07:53:35.313042Z"
"",345,329,"1","2023-12-04T07:53:51.250675Z",347,13.704,"no German loanword","The circus ring is both analog and digital, giving actors, musicians, scientists, artists, acrobats, clowns, - and sometimes even robots - a stage to transform science into art and create stimulating, fun, and inspiring experiences.","2023-12-04T07:53:51.250675Z"
"",346,330,"1","2023-12-04T07:54:00.429723Z",348,7.379,"no German loanword","Circus director Airan Berg recounts: The Circus of Knowledge has held regularly scheduled performances for over a year now.","2023-12-04T07:54:00.429723Z"
"",347,331,"1","2023-12-04T07:54:07.858039Z",349,5.475,"no German loanword","The diversity of events reflects the diversity at our university.","2023-12-04T07:54:07.858039Z"
"",348,332,"1","2023-12-04T07:54:15.878142Z",350,6.29,"no German loanword","An increasing number of departments and institutes are showing interest in becoming more actively involved, and our artistic research journeys are increasingly linked to scientific and scholarly research at the JKU.","2023-12-04T07:54:15.878142Z"
"",349,333,"1","2023-12-04T07:54:22.666546Z",351,3.763,"no German loanword","The public is also attending more performances and appreciating our work.","2023-12-04T07:54:22.666546Z"
"",350,334,"1","2023-12-04T07:54:31.716166Z",352,4.698,"no German loanword","We are very happy that our program is being so well received, particularly in these times of crisis.","2023-12-04T07:54:31.716166Z"
"",351,335,"1","2023-12-04T07:54:40.339367Z",353,6.391,"no German loanword","A Few Highlights: Off to New Adventures: Brandauer & Jules Verne, Kasperl, Kepler & Galilei, State Theater & Helix Projects, and much more...","2023-12-04T07:54:40.339367Z"
"",352,336,"1","2023-12-04T07:54:45.830753Z",354,3.635,"no German loanword","The Circus of Knowledge intends to continue its path of success.","2023-12-04T07:54:45.830753Z"
"",353,337,"1","2023-12-04T07:54:55.224637Z",355,7.76,"no German loanword","Many new performances, premieres, and other formats (in cooperation with various JKU institutes) are scheduled from now until July. 2023 will start by focusing the well-being of kids & teens, premiering Kasperls Mut!","2023-12-04T07:54:55.224637Z"
"",354,338,"1","2023-12-04T07:55:06.174195Z",356,7.308,"no German loanword","Das tut gut developed in cooperation with the Linz Puppet Theater.","2023-12-04T07:55:06.174195Z"
"",355,339,"1","2023-12-04T07:55:15.815676Z",357,7.839,"no German loanword","The kids & teens focus in lieu of well-being in March also includes a project Safe Space - Brave Space in cooperation with Teach for Austria and starting at six so-called ‘hotspot schools’.","2023-12-04T07:55:15.815676Z"
"",356,340,"1","2023-12-04T07:55:30.762581Z",358,12.148,"no German loanword","For the second time, Klaus Maria Brandauer will also hold a reading at the Circus of Knowledge in March, kicking off a new series A Mirror Pastwards/Spiegel in die Vergangenheit featuring famous actors reading sci-fi classics.","2023-12-04T07:55:30.762581Z"
"",357,341,"1","2023-12-04T07:55:37.735591Z",359,5.253,"no German loanword","Brandauer will captivate audiences with 20,000 Leagues Under the Sea by Jules Verne.","2023-12-04T07:55:37.735591Z"
"",358,342,"1","2023-12-04T07:55:47.642908Z",360,7.958,"no German loanword","Austrian accordionist, Otto Lechner, will play his repertoire again at the Circus of Knowledge and Anne Bennent will revive rubisco-variations.","2023-12-04T07:55:47.642908Z"
"",359,343,"1","2023-12-04T07:56:14.342606Z",361,13.896,"no German loanword","As an encore, Lechner will interpret the famous 1973 Pink Floyd album The Dark Side of the Moon.","2023-12-04T07:56:14.342606Z"
"",360,344,"1","2023-12-04T07:56:24.583809Z",362,7.849,"no German loanword","An Exciting Children’s Program Young visitors in particular can enjoy special performances in the coming months.","2023-12-04T07:56:24.583809Z"
"",361,345,"1","2023-12-04T07:56:42.174363Z",363,15.401,"no German loanword","Following the success of Faszination Krake, in June 2023, the Circus of Knowledge will once again explore the wonders of the ocean and the mysterious world of jellyfish with a staging of Faszination Qualle - Geheimnisvolle Schönheiten, a new book by Michael Stavarič and Michèle Ganser (Helix Projects/Christine Maria Krenn & Leykam Publishing).","2023-12-04T07:56:42.174363Z"
"",362,346,"1","2023-12-04T07:56:50.803665Z",364,5.801,"no German loanword","This musical performance gives kids ages 4+ an opportunity to embark on a voyage of discovery into the undiscovered vastness of the ocean and the wonders of science.","2023-12-04T07:56:50.803665Z"
"",363,347,"1","2023-12-04T07:56:59.169430Z",365,6.503,"no German loanword","Director Christine Maria Krenn is very excited: Learning by using both hands and feet!","2023-12-04T07:56:59.169430Z"
"",364,348,"1","2023-12-04T07:57:14.134996Z",366,12.78,"no German loanword","This production with the Circus of Knowledge reinforces my concept of holistic learning and will facilitate valuable creative and participation processes.","2023-12-04T07:57:14.134996Z"
"",365,349,"1","2023-12-04T07:57:22.791162Z",367,6.545,"no German loanword","The popular performance of MondTraum & PlanetenKlang, a fantastic shadow theater journey about the life and times of Johannes Kepler, will resume in January.","2023-12-04T07:57:22.791162Z"
"",366,350,"1","2023-12-04T07:57:35.469056Z",368,10.543,"no German loanword","Puppeteer Andreas Pfaffenberger and director Martina Winkel are also creating a new program: Their current theater production, ÜBERRASCHUNG!, is about the two Kepler twins, Jo & Jo.","2023-12-04T07:57:35.469056Z"
"",367,351,"1","2023-12-04T07:57:41.029229Z",369,3.781,"","In April, the audience venture with Jo & Jo into the world mathematics, numbers, figures, and inventors.
","2023-12-04T07:57:41.029229Z"
"",368,352,"1","2023-12-04T07:58:11.731774Z",370,7.414,"no German loanword","The JKU Linz Astros take on the MedUni Serpents from Vienna on November 24 as part of the Austrian College Sports League’s season opener.","2023-12-04T07:58:11.731774Z"
"",370,353,"1","2023-12-04T07:58:26.156153Z",372,9.035,"no German loanword","The JKU’s first basketball home game will take place at the Kepler Hall on campus and promises to be an exciting showdown as the team is cheered on by fans and the Astro Cheer Dance Team!","2023-12-04T07:58:26.156153Z"
"",371,354,"1","2023-12-04T07:58:31.110551Z",373,3.098,"no German loanword","You won’t want to miss the excitement so get your tickets, opens an external URL in a new window now!","2023-12-04T07:58:31.110551Z"
"",372,355,"1","2023-12-04T07:58:38.196289Z",374,4.627,"no German loanword","The women will kick the season off at 5:00 PM, followed by the men’s team at 6:30 PM.","2023-12-04T07:58:38.196289Z"
"",373,356,"1","2023-12-04T07:58:47.731783Z",375,7.687,"no German loanword","Although the new teams lost to the TU Vienna Robots as part of the pre-games, the fans were excited and engaged, creating a great game-day atmosphere!","2023-12-04T07:58:47.731783Z"
"",374,357,"1","2023-12-04T07:58:54.059058Z",376,4.422,"no German loanword","The new Astros logo featuring a space duck aims to tease the favorites a bit, speculating on a surprise.","2023-12-04T07:58:54.059058Z"
"",377,358,"1","2023-12-04T07:59:05.829738Z",379,6.988,"no German loanword","The JKU is the first university outside of Vienna to take part in the Austrian College Sports League.","2023-12-04T07:59:05.829738Z"
"",378,359,"1","2023-12-04T07:59:10.388202Z",380,2.471,"no German loanword","Tickets are €8, €5 for students.","2023-12-04T07:59:10.388202Z"
"",379,360,"1","2023-12-04T07:59:18.128926Z",381,5.909,"no German loanword","To kick things off, those who show up in a JKU Linz Astros apparel will get a free admission ticket (while supplies last).
","2023-12-04T07:59:18.128926Z"
"",380,361,"1","2023-12-04T07:59:24.927753Z",382,4.787,"no German loanword","Albert Einstein referred certain quantum phenomena as spooky action at a distance.","2023-12-04T07:59:24.927753Z"
"",381,362,"1","2023-12-04T07:59:32.018850Z",383,4.777,"no German loanword","Quantum systems are just very different from what we experience on a daily basis.","2023-12-04T07:59:32.018850Z"
"",382,363,"1","2023-12-04T07:59:45.191593Z",384,9.39,"no German loanword","Professor Richard Küng A new study led by the California Institute of Technology (Caltech) and including the Johannes Kepler University Linz has now shown how machine learning can help to better understand these systems.","2023-12-04T07:59:45.191593Z"
"",383,364,"1","2023-12-04T07:59:54.161406Z",385,7.054,"no German loanword","Although quantum physics forms the cornerstone of modern technology, until now, it has been fairly impossible to make concrete predictions in regard to quantum systems.","2023-12-04T07:59:54.161406Z"
"",384,365,"1","2023-12-04T08:00:03.346277Z",386,7.357,"no German loanword","This is because the quantum world is incredibly complex and even the smallest systems are made up of countless atoms in which particle states overlap with extremely powerful correlations (entanglement).","2023-12-04T08:00:03.346277Z"
"",385,366,"1","2023-12-04T08:00:24.780624Z",387,4.043,"no German loanword","Describing these systems using equations is simply not scalable.","2023-12-04T08:00:24.780624Z"
"",386,367,"1","2023-12-04T08:00:42.562677Z",388,15.552,"no German loanword","A new study just published in the journal Science focuses on just how machine learning tools that run on conventional computers can be used to predict these types of quantum systems, thereby helping researchers solve some of the trickiest problems facing physics and chemistry.","2023-12-04T08:00:42.562677Z"
"",388,368,"1","2023-12-04T08:00:56.362446Z",390,6.742,"no German loanword","Prof. Richard Küng (JKU Institute for Integrated Circuits) was instrumental in the study and explains: This is exactly what we expect when it comes to quantum computing.","2023-12-04T08:00:56.362446Z"
"",389,369,"1","2023-12-04T08:01:04.849521Z",391,6.53,"no German loanword","While we unfortunately still have a long way to go before we see a fully functional quantum computer, we have, however, now proven mathematically and experimentally that we dont have to wait for these machines of the future.","2023-12-04T08:01:04.849521Z"
"",390,370,"1","2023-12-04T08:01:10.497325Z",392,3.778,"no German loanword","Machine learning methods can help us learn about important complex quantum system properties using todays quantum architectures.","2023-12-04T08:01:10.497325Z"
"",391,371,"1","2023-12-04T08:01:19.728590Z",393,7.341,"no German loanword","The new study is the first to mathematically prove that conventional machine learning can be used to bridge the gap between us and the quantum world.","2023-12-04T08:01:19.728590Z"
"",392,372,"1","2023-12-04T08:01:25.189578Z",394,3.668,"no German loanword","Equally as important, researchers now better understand how the software reached solutions through extensive numerical simulations.","2023-12-04T08:01:25.189578Z"
"",393,373,"1","2023-12-04T08:01:31.520433Z",395,4.501,"no German loanword","Küng added: When it comes to machine learning, this is very rarely the case.","2023-12-04T08:01:31.520433Z"
"",394,374,"1","2023-12-04T08:01:39.810483Z",396,6.37,"no German loanword","Uses from Pharma to Chemistry Scientists now have a tool to better understand the underlying phase of a quantum state without knowing much about it beforehand.","2023-12-04T08:01:39.810483Z"
"",395,375,"1","2023-12-04T08:01:47.795671Z",397,6.169,"no German loanword","This information may significantly contribute to developing new materials, drugs, and environmentally-friendly chemicals (JKU LIT AI Lab) will continue to expand on the research in this field in an effort to bridge the gap between the world of human experience and the quantum world.
","2023-12-04T08:01:47.795671Z"
"",396,376,"1","2023-12-04T08:01:52.975016Z",398,3.232,"no German loanword","We’re young, so we can: Gregor has asked our researchers to answer some of your questions!","2023-12-04T08:01:52.975016Z"
"",397,377,"1","2023-12-04T08:01:57.230529Z",399,2.319,"no German loanword","Our campaign invites you to ask us your questions!","2023-12-04T08:01:57.230529Z"
"",398,378,"1","2023-12-04T08:02:04.439705Z",400,4.679,"no German loanword","And weve collected quite a few, meaning its time to answer them now.","2023-12-04T08:02:04.439705Z"
"",399,379,"1","2023-12-04T08:03:37.242268Z",401,6.013,"no German loanword","The first question is a fairly tricky one: Just how much can artificial intelligence think?, Good question.","2023-12-04T08:03:37.242268Z"
"",400,380,"1","2023-12-04T08:03:45.484603Z",402,5.098,"no German loanword","Gregor spoke with Günter Klambauer, a researcher at the JKUs Institute for Machine Learning, who is currently exploring this very question.","2023-12-04T08:03:45.484603Z"
"",401,381,"1","2023-12-04T08:03:55.423468Z",403,24.451,"no German loanword","He has, for example, developed an AI capable of precisely predicting floods, and another AI that can rapidly screen billions of molecules in a very short period of time and determine how effective they are against pathogens.","2023-12-04T08:04:19.380698Z"
"",402,382,"1","2023-12-04T08:04:00.639637Z",404,2.746,"no German loanword","But can these programs think?","2023-12-04T08:04:00.639637Z"
"",403,383,"1","2023-12-04T08:04:25.153469Z",405,2.65,"no German loanword","Or just perform calculations?","2023-12-04T08:04:25.153469Z"
"",404,384,"1","2023-12-04T08:04:29.361517Z",406,2.231,"no German loanword","Or perhaps a little bit of both?]
","2023-12-04T08:04:29.361517Z"
"",405,385,"1","2023-12-04T08:04:38.980214Z",407,7.687,"no German loanword","The 21-year-old JKU law student took home two medals from the games in Lake Placid.","2023-12-04T08:04:38.980214Z"
"",406,386,"1","2023-12-04T08:04:45.110477Z",408,4.309,"no German loanword","Carmen Kainz in Lake Placid 11 days, 46 nations, and 540 universities – and along with them, snowboarder and JKU student Carmen Kainz.","2023-12-04T08:04:45.110477Z"
"",407,387,"1","2023-12-04T08:04:56.768967Z",409,9.857,"no German loanword","After winning silver in the parallel giant slalom, she went on to win gold in the parallel slalom final.","2023-12-04T08:04:56.768967Z"
"",408,388,"1","2023-12-04T08:05:03.174110Z",410,4.682,"no German loanword","We spoke with Carmen about the atmosphere on location and how she combines studying with high-performance sports.","2023-12-04T08:05:03.174110Z"
"",409,389,"1","2023-12-04T08:05:09.316444Z",411,4.466,"no German loanword","What was your experience in the competition like, especially the races?","2023-12-04T08:05:09.316444Z"
"",411,390,"1","2023-12-04T08:05:15.188040Z",413,3.981,"no German loanword","It was a very well-organized event, something I have never experienced at an event of this size and it was also broadcast live!","2023-12-04T08:05:15.188040Z"
"",412,391,"1","2023-12-04T08:05:22.642889Z",414,5.56,"no German loanword","A few days before, my training sessions were less than ideal.","2023-12-04T08:05:22.642889Z"
"",413,392,"1","2023-12-04T08:05:29.210488Z",415,4.916,"no German loanword","I started the competition without any expectations but it all went well right from the start.","2023-12-04T08:05:29.210488Z"
"",414,393,"1","2023-12-04T08:05:34.381787Z",416,3.35,"no German loanword","What did it feel like when you crossed the finish line?","2023-12-04T08:05:34.381787Z"
"",415,394,"1","2023-12-04T08:05:42.035751Z",417,5.965,"no German loanword","Carmen Kainz: I was incredibly happy, especially that I was able to finally demonstrate my abilities and show just what I can do.","2023-12-04T08:05:42.035751Z"
"",416,395,"1","2023-12-04T08:05:48.888479Z",418,4.967,"no German loanword","Knowing that I can be faster than my rivals in the European Cup is extremely important, especially when it comes to upcoming competitions.","2023-12-04T08:05:48.888479Z"
"",417,396,"1","2023-12-04T08:05:52.783832Z",419,2.046,"no German loanword","How will you celebrate at home?","2023-12-04T08:05:52.783832Z"
